xml:id,wikidata,name_alias,forename,surname,birth_date,birth_place,death_date,death_place,type,role,commentaire,validation,compte,birth_place_qid,death_place_qid
GerolamoGrimani,,,Gerolamo,Grimani,,,,,,,,2,1,,
JeanHenriGrimaldi,,,Jean-Henri,Grimaldi,,,,,,,,2,1,,
LodovicoGrignani,https://www.wikidata.org/wiki/Q55228486,,Lodovico,Grignani,1586,Rome,1651-01-09,Rome,éditeur,imprimeur italien,,4,1,Q220,Q220
Jezabel,https://www.wikidata.org/wiki/Q721295,,,Jézabel,-900,Q163490,-841,Q2914898,personnage biblique,"princesse phénicienne, personnage biblique",,4,1,Q163490,Q2914898
MatthausGreuter,http://www.wikidata.org/entity/Q3299661,,Matthäus,Greuter,1564,Strasbourg,1638-08-22,Rome,"artiste,peintre,graveur(euse)",peintre et un graveur allemand,,4,1,Q6602,Q220
GregoireXV,https://www.wikidata.org/wiki/Q132692,Grégoire XV,,Grégoire XV,1554-01-09,Bologne,1623-07-08,Rome,pape,"234e pape de l'Église catholique, de 1621 à 1623",,4,1,Q1891,Q220
Kheops,https://www.wikidata.org/wiki/Q161904,,,Khéops,-2700,,-2566,,personnage politique,pharaon égyptien,,4,1,,
AntivedutoGramatica,http://www.wikidata.org/entity/Q2565172,,Antiveduto,Gramatica,1571,Rome,1626-04-13,Rome,"artiste,peintre",peintre italien,,4,1,Q220,Q220
MelchiorIKusel,http://www.wikidata.org/entity/Q6812010,Melchior Küsel l'Ancien,Melchior,Küsel,1626-08-17,Augsbourg,1684,Augsbourg,"artiste,graveur(euse)",graveur allemand du XVIIe siècle,,4,1,Q2749,Q2749
CamilloGraffico,,,,,,,,,,graveur,,2,1,,
CharlesDeLAubespine,https://www.wikidata.org/wiki/Q1066583,,Charles de,L'Aubespine,1580,Q1159020,1653,Q669593,personnage politique,diplomate français,,4,1,Q1159020,Q669593
Petosiris,https://www.wikidata.org/wiki/Q389878,,,Pétosiris,-500,Q11768,-500,,personnage biblique,,,0,1,Q11768,
NicolasDeLaFleur,,,,,,,,,,"painter, printmaker",,2,1,,
ClementV,https://www.wikidata.org/wiki/Q131463,Clément V,Bertrand de,Got,1264,Q187654,1314-04-20,Roquemaure,pape,"195e pape de l’Église catholique, de 1305 à 1314",,4,1,Q187654,Q322376
Gordien,https://www.wikidata.org/wiki/Q1782,,,Gordien,159,Phrygie,0238-04-12,Q23670612,personnage politique,empereur romain en 238,,4,1,Q32579,Q23670612
LouisGonzague,https://www.wikidata.org/wiki/Q969113,Louis IV,Louis IV de,Gonzague-Nevers,1539-09-18,Mantoue,1595-10-23,Q585873,personnage politique,diplomate français,,4,1,Q6247,Q585873
CaiusLaelius,https://www.wikidata.org/wiki/Q706305,,Caius,Laelius,-235,Q1747689,,,personnage politique,consul romain en 190 av. J.-C.,,4,1,Q1747689,
Gonzague,,,famille,Gonzague,,,,,,,,2,1,,
EleonoreGonzague,https://www.wikidata.org/wiki/Q237940,,Eleonore de,Gonzague,1598-09-23,Mantoue,1655-06-27,Vienne,personnage politique,reine consort de Hongrie et de Bohême et impératrice du Saint Empire romain germanique,,4,1,Q6247,Q1741
AntoineLafrery,http://www.wikidata.org/entity/Q602742,,Antoine,Lafréry,1512,Q524231,1577,Rome,"artiste,peintre,graveur(euse),éditeur","peintre, graveur, cartographe et éditeur français",,4,1,Q524231,Q220
ChristineDeLalaing,https://www.wikidata.org/wiki/Q6762644,,Marie-Christine de,Lalaing,1545,Q494533,1582-06-09,Anvers,"personnage politique,militaire",combattante durant la révolte des Pays-Bas,,4,1,Q494533,Q12892
MatthiasGrunewald,http://www.wikidata.org/entity/Q154338,Matthias Grünewald,Mathis,Gothart Nithart[,1480,Wurtzbourg,1528-08-31,Q2814,"artiste,peintre,ingénieur",peintre et ingénieur allemand,,4,1,Q2999,Q2814
RaffaelloGuidi,http://www.wikidata.org/entity/Q134451263,,Raffaello,Guidi,1540,Florence,1615,,,"artist, engraver, draftsman, painter",,0,1,Q2044,
NicolasLambertDeThorigny,https://www.wikidata.org/wiki/Q95263801,,Nicolas,Lambert de Thorigny,,,1692,,"personnage politique,mécène",collectionneur français d'art hollandais et flamand ,,4,1,,
EtienneGuillery,https://www.wikidata.org/wiki/Q86708768,Guillery Stefano (italianisation),Étienne,Guilery,1490,Q208794,1530,,éditeur,imprimeur français,,4,1,Q208794,
CaiusJuliusHyginus,https://www.wikidata.org/wiki/Q298376,,Caius Julius,Hyginus,-64,Q186513,17,Rome,auteur(e) de textes,auteur et grammairien romain,,4,1,Q186513,Q220
Hygiemon,,,,Hygiemon,,,,,,,,2,1,,
Ictinos,https://www.wikidata.org/wiki/Q311502,,,Ictinos,-500,Athenes,,Athenes,"artiste,architecte",architecte grec du Ve siècle av. J.-C.,,4,1,Q844930,Q844930
Hora,https://www.wikidata.org/wiki/Q3140425,,,Hora,,,,,personnage mythologique,déesse romaine,,4,1,,
GabrielHonnet,http://www.wikidata.org/entity/Q21406128,,Gabriel,Honnet,,,1614,,"artiste,peintre",peintre français du XVIIe siècle,,4,1,,
HansHolbeinDeElder,http://www.wikidata.org/entity/Q49987,Hans Holbein l'Ancien,Hans,Holbein,1465,Augsbourg,1524,Basel,"artiste,peintre",peintre allemand (c. 1465–1524),,4,1,Q2749,Q78
JacobHoefnagel,http://www.wikidata.org/entity/Q1389562,,Jacob,Hoefnagel,1575,Anvers,1632,Q1055,,"miniature painter, art dealers, artist, court painter, engraver, diplomat, politicians, draftsman, merchants, painter, printmaker",,0,1,Q12892,Q1055
FredericIPrusse,https://www.wikidata.org/wiki/Q151826,Frederic Ier de Prusse,Frédéric III de,Brandebourg,1657-07-11,Q4120832,1713-02-25,Berlin,personnage politique,"premier roi en Prusse de 1701 à 1713, et prince-électeur de Brandebourg",,4,1,Q4120832,Q64
InnocenzoFrancucci,http://www.wikidata.org/entity/Q1350937,Innocenzo da Imola,Innocenzo,Francucci,1492,Imola,1548,Bologne,"artiste,peintre",peintre italien,,4,1,Q50195,Q1891
LuciusManliusCapitolinusImperiosus,https://www.wikidata.org/wiki/Q1215407,,,Lucius Manlius Capitolinus Imperiosus,-0400-00-00,Q1747689,-400,,personnage politique,dictateur romain en 363 av. J.-C.,,4,1,Q1747689,
Io,https://www.wikidata.org/wiki/Q179014,,,Io,,,,,personnage mythologique,divinité de la mythologie grecque,,4,1,,
Hierocles,,,,Hieroclès,,,,,,,,2,1,,
JanSandersVanHemessen,http://www.wikidata.org/entity/Q427870,,Jan Sanders van,Hemessen,1500,Q21767764,1566,Anvers,"artiste,peintre",peintre flamand,,4,1,Q21767764,Q12892
JosephHeintz,http://www.wikidata.org/entity/Q535474,Joseph Heintz l'Ancien ,Joseph,Heintz,1564-06-11,Basel,1609-10-15,Prague,"artiste,peintre",peintre suisse (1564-1609),,4,1,Q78,Q1085
DanielHeinsius,https://www.wikidata.org/wiki/Q918731,,Daniel,Heinsius,1580-06-09,Gand,1655-02-25,LaHaye,auteur(e) de textes,professeur d'université,,4,1,Q1296,Q36600
LucasDeHeer,,,,,,,,,,"author, artist, court artist, poets, tapestry designers, watercolorists, draftsman, painter, sculptor",,2,1,,
AchilleDeHarlayDeSancy,https://www.wikidata.org/wiki/Q2748358,,Achille de,Harlay de Sancy,1581,Paris,1646-11-26,Q163108,personnage du clergé,prélat catholique,,4,1,Q90,Q163108
JulesHardouinMansart,http://www.wikidata.org/entity/Q8053,,Jules,Hardouin-Mansart,1646-04-16,Paris,1708-05-11,Q656505,"artiste,architecte",architecte français,,4,1,Q90,Q656505
PhilippeIer,https://www.wikidata.org/wiki/Q157098,Philippe le Beau,Philippe de,Habsbourg,1478-06-22,Bruges,1506-09-25,Q9580,personnage politique,premier membre de la maison de Habsbourg à être roi de Castille,,4,1,Q12994,Q9580
GasparDeGuzman,https://www.wikidata.org/wiki/Q371833,Duc d'Olivares,Gaspar de,Guzman,1587-01-06,Rome,1645-07-22,Q836948,personnage politique,"politicien espagnol, comte d'Olivares",,4,1,Q220,Q836948
JanVanDenDale,,,,,,,,,,peintre,,2,1,,
DiegoMaxiaFelipezDeGuzman,https://www.wikidata.org/wiki/Q691804,,Diego Mexia Felipez de,Guzman,1580,,1655-02-16,Milan,"personnage politique,militaire",homme politique et militaire espagnol,,4,1,,Q490
FrancoisGuy,http://www.wikidata.org/entity/Q3121786,,François,Guy,1578,Q184359,1650-10-05,Q184359,"artiste,peintre","peintre français et auvergnat de la première moitié du XVIIe siècle, du Puy-en-Velay",,4,1,Q184359,Q184359
MarieDeGuise,https://www.wikidata.org/wiki/Q1464798,,Marie de,Guise,1615-08-15,Q917337,1688-03-03,Q917337,personnage politique,duchesse de Guise,,4,1,Q917337,Q917337
BernhardJobin,https://www.wikidata.org/wiki/Q2660980,,Bernhard,Jobin,1501,Q68256,1593,Strasbourg,éditeur,imprimeur et éditeur de livres allemand,,4,1,Q68256,Q6602
GeorgesLallemand,http://www.wikidata.org/entity/Q1508985,,Georges,Lallemand,1575,Nancy,1636-05,Paris,"artiste,peintre",peintre français,,4,1,Q40898,Q90
Lamech,https://www.wikidata.org/wiki/Q10921342,,,Lamech,-2887,Mesopotamie,-2358,,personnage biblique,"personnage biblique, père de Noé",,4,1,Q11767,
MartinFumee,https://www.wikidata.org/wiki/Q3295428,,Martin,Fumée,1540,,1590,,auteur(e) de textes,traducteur français,,4,1,,
HenriLerambert,http://www.wikidata.org/entity/Q15709386,,Henri,Lerambert,1550,Paris,1608-09-10,Paris,"artiste,peintre",peintre français,,4,1,Q90,Q90
ChristopheDeLestang,https://www.wikidata.org/wiki/Q2966521,,Christophe de,Lestang,1560,Q6393,1621-08-16,Q6582,personnage du clergé,prélat catholique français,,4,1,Q6393,Q6582
Leucothoe,https://www.wikidata.org/wiki/Q339980,,(Néréide),Leucothoé,,,,,personnage mythologique,"personnage de la mythologie grecque, fille d'Orchamos",,4,1,,
BartolomeoGenga,http://www.wikidata.org/entity/Q601390,,Bartolomeo,Genga,1518,Q6662,1558,Malte,"artiste,architecte",architecte italien,,4,1,Q6662,Q233
LiberPater,https://www.wikidata.org/wiki/Q1145491,,,Liber Pater,,,,,personnage mythologique,dieu romain de la fertilité et du vin,,4,1,,
BernardinoLicinio,http://www.wikidata.org/entity/Q2629038,,Bernardino,Licinio,1489,Venise,1565,Venise,"artiste,peintre",peintre vénitien,,4,1,Q641,Q641
GeorgGeldorp,http://www.wikidata.org/entity/Q1504435,,Georg,Geldorp,1592,Cologne,1665-11-14,Londres,,"art agents, conservators, art dealers, artist, dealers, copyists, portraitists, painter",,0,1,Q365,Q84
JacopoLigozzi,http://www.wikidata.org/entity/Q1337128,,Jacopo,Ligozzi,1547,Verone,1627,Florence,"artiste,peintre",peintre italien,,4,1,Q2028,Q2044
LucasGassel,http://www.wikidata.org/entity/Q1873074,,Lucas,Gassel,1500,Q9844,1568,Bruxelles,,"artist, draftsman, painter, printmaker",,0,1,Q9844,Q239
QuintusRoscius,https://www.wikidata.org/wiki/Q1077925,Quintus Roscius Gallus,Quintus Roscius,Gallus,-126,Q1747689,-62,,personnage historique,acteur romain,,4,1,Q1747689,
GiovanniPaoloGallucciSalodiano,,,Giovanni Paolo,Gallucci Salodiano,,,,,,,,2,1,,
VulcatiusGallicanus,https://www.wikidata.org/wiki/Q1243321,,Vulcatius,Gallicanus,250,,350,,"auteur(e) de textes,personnage imaginaire",historien fictif de l'Histoire Auguste,,4,1,,
PhilipGalle,http://www.wikidata.org/entity/Q1379395,,Philip,Galle,1537,Haarlem,1612-03-12,Anvers,"artiste,graveur(euse),éditeur","dessinateur, graveur et éditeur flamand (1537-1612)",,4,1,Q9920,Q12892
CornelisGalleI,http://www.wikidata.org/entity/Q869133,Cornelis Galle l'Ancien,Cornelis,Galle,1576,Anvers,1650-03-29,Anvers,"artiste,graveur(euse)",graveur flamand (1576-1650),,4,1,Q12892,Q12892
AlfonsoLombardi,http://www.wikidata.org/entity/Q1103494,Lombardi,Alfonso,Cittadella,1497,Ferrare,1537-12-02,Bologne,"artiste,sculpteur",sculpteur italien,,4,1,Q13362,Q1891
CristoforoLombardo,http://www.wikidata.org/entity/Q60040609,Il Lombardino,Cristoforo,Lombardo,,,1555-09,Milan,"artiste,sculpteur,architecte",architecte est sculpteur italien,,4,1,,Q490
GirolamoLombardo,http://www.wikidata.org/entity/Q3768939,Girolamo da Ferrara,Girolamo,Lombardo,1506,Ferrare,1589-06,Q83362,"artiste,sculpteur",sculpteur italien,,4,1,Q13362,Q83362
TommasoLombardo,,,,,,,,,,"artist, sculptor",,2,1,,
FedeGalizia,http://www.wikidata.org/entity/Q2428749,,Fede,Galizia,1578,Milan,1630,Milan,"artiste,peintre",peintre italienne,,4,1,Q490,Q490
PietroAntonioLonati,,,Pietro Antonio,Lonati,,,,,,,,2,1,,
FranciscoLopezDeGomara,https://www.wikidata.org/wiki/Q721423,,Francisco,Lopez de Gomora,1511-02-02,Q837777,1564,Q837777,auteur(e) de textes,historien espagnol,,4,1,Q837777,Q837777
Gabiro,,,,Gabiro,,,,,,,,2,1,,
Feronie,https://www.wikidata.org/wiki/Q1407528,,,Féronie,,,,,personnage mythologique,"divinité antique dont le culte, originaire d'Étrurie, présidait aux travaux de l'agriculture et aux limites des champs",,4,1,,
BattistaLorenzi,http://www.wikidata.org/entity/Q1525885,Battista del Cavalliere,Battista,Lorenzi,1527,Settignano,1594-01-07,Pise,"artiste,sculpteur",sculpteur italien,,4,1,Q942605,Q13375
BuonaiutoLorini,https://www.wikidata.org/wiki/Q18945105,,Buonaiuto,Lorini,,Florence,1611,Venise,,,,0,1,Q2044,Q641
MarcusFuriusCamillus,https://www.wikidata.org/wiki/Q294862,Camille,Marcus,Furius Camillus,-446,Q1747689,-365,,personnage politique,homme politique romain,,4,1,Q1747689,
PierreLescot,http://www.wikidata.org/entity/Q381724,,Pierre,Lescot,1515,Paris,1578-09-10,Paris,"artiste,architecte",architecte français,,4,1,Q90,Q90
ArtemisiaGentileschi,http://www.wikidata.org/entity/Q212657,,Artemisia,Gentileschi,1593-07-08,Rome,1653,Naples,"artiste,peintre",peintre italienne,,4,1,Q220,Q2634
AlessandroLamo,https://www.wikidata.org/wiki/Q33137047,,Alessandro,Lamo,1555,Cremone,1612-10-13,Cremone,auteur(e) de textes,critique d'art et poète italien,,4,1,Q6231,Q6231
AntonioDaFaenza,http://www.wikidata.org/entity/Q21282288,Antonio da Faenza,Antonio,Speranza,1519,Faenza,1609-10-29,Rome,,italian goldsmith,,0,1,Q52981,Q220
LamoralComteEgmont,https://www.wikidata.org/wiki/Q435844,Comte d'Egmont,,Lamoral,1522-11-18,Q648122,1568-06-05,Q215429,personnage politique,comte d'Egmont,,4,1,Q648122,Q215429
AeliusLampridius,https://www.wikidata.org/wiki/Q833542,,Aelius,Lampridius,400,,400,,"auteur(e) de textes,personnage imaginaire",historien fictif de l'Histoire Auguste,,4,1,,
JeanGoltzius,,,,,,,,,,,,2,1,,
PaoloCamilloLandriani,http://www.wikidata.org/entity/Q3362607,Il Duchino,Paolo Camillo,Landriani,1562,Q39321,1618-09-17,Milan,"artiste,peintre",peintre italien,,4,1,Q39321,Q490
AntoineGodeau,https://www.wikidata.org/wiki/Q586272,,Antoine,Godeau,1605-09-24,Q142410,1672-04-21,Q192368,"personnage du clergé,auteur(e) de textes",homme de lettres et évêque français (1605-1672),,4,1,Q142410,Q192368
GiovanniPietroGnocchi,,,,,,,,,,"artist, painter",,2,1,,
Glaucon,,,,Glaucon,,,,,,,,2,1,,
FrancescoGiuntini,https://www.wikidata.org/wiki/Q3080974,,Francesco,Giuntini,1523-03-07,Florence,1590,Lyon,auteur(e) de textes,"astronome XVIe siècle, auteur de Speculum astrologiae..."", 1581",,4,1,Q2044,Q456
PieterLastman,http://www.wikidata.org/entity/Q352864,,Pieter,Lastman,1583,Amsterdam,1633-04-04,Amsterdam,"artiste,peintre",peintre néerlandais,,4,1,Q727,Q727
DanielGittard,http://www.wikidata.org/entity/Q3014096,,Daniel,Gittard,1625-03-14,Q600494,1686-12-15,Paris,"artiste,architecte",architecte français,,4,1,Q600494,Q90
GirolamoMacchietti,http://www.wikidata.org/entity/Q350028,,Girolamo,Macchietti,1535-02-21,Florence,1592-01-03,Florence,"artiste,peintre",peintre italien,,4,1,Q2044,Q2044
GiovanniDeMedici,https://www.wikidata.org/wiki/Q80986,,Giovanni,de' Medici,1498-04-06,Q13367,1526-11-30,Q1540457,,,,0,1,Q13367,Q1540457
DarioDiGiovanni,http://www.wikidata.org/entity/Q3702686,Dario da Treviso,Dario di,Giovanni,1420,PordenoneVille,1495,Q47224,"artiste,peintre",peintre italien (1420-1495),,4,1,Q6606,Q47224
HoraceLeBlanc,http://www.wikidata.org/entity/Q3140456,,Horace,Le Blanc,1575,Lyon,1637,Lyon,"artiste,peintre",peintre français,,4,1,Q456,Q456
BertoldoDiGiovanni,http://www.wikidata.org/entity/Q828363,,Bertoldo di,Giovanni,1435,Florence,1491-12-28,Q20387,"artiste,sculpteur",sculpteur et médailleur florentine,,4,1,Q2044,Q20387
CharlesLeCointe,https://www.wikidata.org/wiki/Q2959599,,Charles,Le Cointe,1611-11-04,Troyes,1681-01-18,Paris,auteur(e) de textes,écrivain et théologien français,,4,1,Q5489,Q90
PierreLeMoyne,https://www.wikidata.org/wiki/Q3385867,,Pierre,Le Moyne,1602-03-05,Q193880,1672-04-22,Paris,auteur(e) de textes,poète français,,4,1,Q193880,Q90
AntoineLePautre,http://www.wikidata.org/entity/Q345884,,Antoine,Le Pautre,1621,Paris,1679-01-03,Paris,"artiste,architecte",architecte français,,4,1,Q90,Q90
Vertumne,https://www.wikidata.org/wiki/Q374311,,,Vertumne,,,,,,,,0,1,,
GiovanniGiorgi,,,Giovanni,Giorgi,,,,,,,,2,1,,
FrancoisLeVau,http://www.wikidata.org/entity/Q3085130,,François,Le Vau,1624,Paris,1676-07-04,Paris,"artiste,architecte",architecte français,,4,1,Q90,Q90
GiovanniAndreaGiliodaFabriano,https://www.wikidata.org/wiki/Q21479080,,Giovanni Andrea,Gilio da Fabriano,,Fabriano,1584,,auteur(e) de textes,poète et théologien,,4,1,Q13145,
RemeeVanLeemput,http://www.wikidata.org/entity/Q18526282,,Remee van,Leemput,1607,Anvers,1675,Londres,"artiste,peintre",peintre flamand,,4,1,Q12892,Q84
LeonI,https://www.wikidata.org/wiki/Q43954,Leon Ier le Grand,,Leon Ier,390,Toscane,0461-11-11,Rome,pape,pape et docteur de l'église de 440 à 461 après JC,,4,1,Q1273,Q220
BalthazarGerbier,http://www.wikidata.org/entity/Q2462938,,Balthazar,Gerbier,1592-02-23,Q52101,1663,Q2932869,,"author, miniature painter, architect, art agents, calligraphers, artist, writers, courtiers, court artist, diplomat, poets, draftsman, copyists, miniaturists, painter",,0,1,Q52101,Q2932869
MoctezumaII,https://www.wikidata.org/wiki/Q141791,Moctezuma II,,Moctezuma II,1466,Q13695,1520-06-29,Q13695,personnage politique,souverain aztèque,,4,1,Q13695,Q13695
MichelIIAmorien,https://www.wikidata.org/wiki/Q41640,Michel II l'Amorien,,Michel II,770,Q174270,0829-10-02,Constantinople,personnage politique,empereur byzantin de 820 à 829,,4,1,Q174270,Q16869
GiuseppeMoleti,https://www.wikidata.org/wiki/Q3710748,,Giuseppe,Moleti,1531,Messine,1588,Padoue,mathématicien,mathématicien italien,,4,1,Q13666,Q617
Censorin,https://www.wikidata.org/wiki/Q707449,,,Censorin,250,,250,,auteur(e) de textes,"grammairien romain, auteur d'un ouvrage sur la naissance",,4,1,,
OnofrioPanvinio,https://www.wikidata.org/wiki/Q1771889,,Onofrio,Panvinio,1530-02-23,Verone,1568-04-07,Palerme,auteur(e) de textes,"historien italien, spécialiste de l'Antiquité",,4,1,Q2028,Q2656
ClaudeParadin,https://www.wikidata.org/wiki/Q867849,,Claude,Paradin,1510,Q735433,1573,Q740693,auteur(e) de textes,humaniste bourguignon,,4,1,Q735433,Q740693
IsabellaParasole,,,,,,,,,,"author, artist, designers, wood engraver",,2,1,,
AntonioMariaCiocchiDelMonte,https://www.wikidata.org/wiki/Q2517851,,Antonio Maria,Ciocchi del Monte,1461-09,Q52086,1533-09-20,Rome,personnage du clergé,prélat catholique,,4,1,Q52086,Q220
MargueriteDeParme,https://www.wikidata.org/wiki/Q307815,,Marguerite de,Parme,1522-07-05,Oudenaarde,1586-01-18,Q51256,personnage politique,duchesse de Parme et Plaisance (1522-1586),,4,1,Q12992,Q51256
GirolamoCiocca,https://www.wikidata.org/wiki/Q89808768,,Girolamo,Ciocca,1569,Milan,1630,,,,,0,1,Q490,
Pasiteles,https://www.wikidata.org/wiki/Q1934954,,,Pasitélès,-200,Q184313,-100,,"artiste,sculpteur",sculpteur antique,,4,1,Q184313,
BartolomeoPassarotti,http://www.wikidata.org/entity/Q809512,,Bartolomeo,Passarotti,1529-06-28,Bologne,1592-06-03,Bologne,"artiste,peintre",peintre italien,,4,1,Q1891,Q1891
SilvioPasseri,,,Silvio,Passeri,,,,,,,,2,1,,
GiovanBattistaCini,https://www.wikidata.org/wiki/Q3106940,,Giovan Battista,Cini,1528-06-30,Pise,1586-10,Florence,,dramaturge italien,,0,1,Q13375,Q2044
Cinegirus,,,,Cinegirus,,,,,,,,2,1,,
HenryPeachamjunior,https://www.wikidata.org/wiki/Q19288563,,Henry,Peacham,1578,,1644,,auteur(e) de textes,écrivain et héraldique anglais,,4,1,,
AntoinePech,,,Antoine,Pech,,,,,,,,2,1,,
JeanPech,,,Jean II,Pech,,,,,,,,2,1,,
CimaDaConegliano,http://www.wikidata.org/entity/Q8453,Cima da Conegliano,Giovanni Battista,Cima,1459,Q47224,1517,Q47224,"artiste,peintre",peintre vénitien de la Renaissance,,4,1,Q47224,Q47224
Peiraikos,https://www.wikidata.org/wiki/Q3905609,,,Peiraikos,,,,,"artiste,peintre",peintre grec antique,,4,1,,
SaintChristophe,https://www.wikidata.org/wiki/Q193507,,Christophe de,Lycie,300,Q163329,251,Q51614,saint(e),saint catholique,,4,1,Q163329,Q51614
Childebert,https://www.wikidata.org/wiki/Q212852,,,Childebert,497,Q41876,0558-12-23,Paris,personnage politique,roi franc du VIe siècle,,4,1,Q41876,Q90
Perseus,,,,Perseus,,,,,,,,2,1,,
AscanioPersio,https://www.wikidata.org/wiki/Q3624792,,Ascanio,Persio,1554-03-09,Q13616,1610-02-01,Bologne,auteur(e) de textes,philologue italien de la Renaissance,,4,1,Q13616,Q1891
JeanBaptisteDeChampaigne,http://www.wikidata.org/entity/Q3164509,,Jean-Baptiste de,Champaigne,1631-12-10,Bruxelles,1681-10-27,Paris,"artiste,peintre",peintre français du XVIIe siècle,,4,1,Q239,Q90
MargueriteChalette,,,,,,,,,,peintre,,2,1,,
Petesuccus,,,,Petesuccus,,,,,,,,2,1,,
JeanPetitot,http://www.wikidata.org/entity/Q556676,,Jean,Petitot,1607-07-12,Q71,1691-04-03,Q68160,"artiste,peintre",peintre genevois (1607-1691),,4,1,Q71,Q68160
PetrusChristus,http://www.wikidata.org/entity/Q312616,,Petrus,Christus,1410,Q797512,1475-09-02,Bruges,"artiste,peintre",peintre flamand,,4,1,Q797512,Q12994
ValerioDiSimoneCioli,http://www.wikidata.org/entity/Q2257363,Valerio Cioli,Valerio di,Simone Cioli,1529,Florence,1599-12-29,,"artiste,sculpteur",sculpteur italien de la Renaissance,,4,1,Q2044,
AntonioMariaPanico,http://www.wikidata.org/entity/Q90876960,,Antonio Maria,Panico,,,1620,,"artiste,peintre",peintre italien,,4,1,,
MatteoDiGiovanniCivitali,http://www.wikidata.org/entity/Q1909372,Matteo di Giovanni Civitali,Matteo,Civitali,1436-06-05,Lucques,1501-10-12,Lucques,"artiste,peintre,architecte,sculpteur","sculpteur, peintre et architecte italien de la seconde moitié du XVe siècle",,4,1,Q13373,Q13373
FrancoisColombeDuLys,https://www.wikidata.org/wiki/Q105210094,,François,Colombe du Lys,1595,Q209069,1661,Toulouse,"artiste,peintre",peintre français actif à Toulouse,,4,1,Q209069,Q7880
OrazioDeFerrari,http://www.wikidata.org/entity/Q1439681,,Orazio de,Ferrari,1606-08-22,Q1516072,1657-09,Genes,"artiste,peintre",peintre italien,,4,1,Q1516072,Q1449
FrancoisDOrbay,http://www.wikidata.org/entity/Q1270258,,François d',Orbay,1634,Paris,1697-09-04,Q34001,"artiste,architecte",architecte français,,4,1,Q90,Q34001
AnneMarieLouiseDOrleans,https://www.wikidata.org/wiki/Q231832,"Grande Mademoiselle, duchesse de Montpensier",Anne-Marie-Louise d',Orléans,1627-05-29,Q1075988,1693-04-05,Q329852,"personnage politique,auteur(e) de textes",aristocrate du Grand Siècle et autrice,,4,1,Q1075988,Q329852
DomenicoCompagni,http://www.wikidata.org/entity/Q51574250,,Domenico,Compagni,1600,Rome,1586,,"artiste,graveur(euse)",graveur italien,,4,1,Q220,
PietroOrseolo,https://www.wikidata.org/wiki/Q707192,,Pietro,Orseolo,928,Udine,0987-01-10,Q306121,personnage politique,Doge de Venise,,4,1,Q2790,Q306121
PaoloGiordanoIIOrsini,https://www.wikidata.org/wiki/Q21640069,,Paolo Giordano,Orsini,1591,Rome,1656,Q241791,"personnage politique,auteur(e) de textes,mécène","noble italien , mécène , poète et artiste amateur",,4,1,Q220,Q241791
Moloch,https://www.wikidata.org/wiki/Q275010,,,Moloch,,,,,personnage biblique,divinité sémitique et démon biblique,,4,1,,
PompeoColonna,https://www.wikidata.org/wiki/Q176545,,Pompeo,Colonna,1479-05-12,Rome,1532-06-28,Naples,personnage du clergé,cardinal de l'Église catholique romaine,,4,1,Q220,Q2634
ArnaudColomiez,,,Arnaud,Colomiez,,,,,,,,2,1,,
FrancescoOttonaio,,,Francesco,Ottonaio,,,,,,,,2,1,,
Ouranos,https://www.wikidata.org/wiki/Q79999,,,Ouranos,,,,,personnage mythologique,divinité primordiale de la mythologie grecque personnifiant le Ciel étoilé et l'Esprit démiurgiqus,,4,1,,
GiacomoDiPace,,Jacopo Pacio,Jacopo/Giacomo,Pacio,,,,,,,,2,1,,
JoosVanCleve,http://www.wikidata.org/entity/Q153472,,Joos van,Cleve,1485,Q6842,1540-11-10,Anvers,"artiste,peintre",peintre néerlandais,,4,1,Q6842,Q12892
ChristopheColomb,https://www.wikidata.org/wiki/Q7322,,Christophe,Colomb,1451,Genes,1506-05-20,Q8356,"personnage historique,personnage politique","navigateur et explorateur italien, XVe et début du XVIe siècle",,4,1,Q1449,Q8356
RaffaellinoDelColle,http://www.wikidata.org/entity/Q1323835,,Raffaellino del,Colle,1495,Sansepolcro,1566-11-17,Sansepolcro,"artiste,peintre",peintre italien,,4,1,Q52098,Q52098
AdriaenCollaert,http://www.wikidata.org/entity/Q2825010,,Adriaen,Collaert,1560,Anvers,1618-06-29,Anvers,"artiste,graveur(euse)",graveur flamand,,4,1,Q12892,Q12892
SainteJustine,https://www.wikidata.org/wiki/Q288295,,Justine de,Padoue,300,Padoue,0304-10-07,Padoue,saint(e),martyre et sainte chrétienne,,4,1,Q617,Q617
MaykenCoecke,https://www.wikidata.org/wiki/Q28567978,,Mayken,Coecke,1545,Bruxelles,1578,Bruxelles,"artiste,peintre,personnage historique",Peintre flamande ; fille des peintres Mayken Verhust et Pieter Coecke van Aelst ; épouse de Pieter Breughel Ier; mère des peintres Pieter II et Jan II Breughel,,4,1,Q239,Q239
BenedettoPagni,http://www.wikidata.org/entity/Q2895740,Benedetto Pagni da Pescia,Benedetto,Pagni,1504,Q102661,1578,Mantoue,"artiste,peintre",peintre italien,,4,1,Q102661,Q6247
Palamede,https://www.wikidata.org/wiki/Q252387,,,Palamède,,,,,personnage mythologique,personnage de la mythologie grecque,,4,1,,
